Title,Full Reference,Inclusion (Title),Inclusion (Abstract)
a manually-curated dataset of fixes to vulnerabilities of open-source software,"Ponta S.E., Plate H., Sabetta A., Bezzi M., Dangremont C., A manually-curated dataset of fixes to vulnerabilities of open-source software, 2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR). IEEE, pp. 383-387, (2019)",Exclude,""
hierarchical probabilistic neural network language model,"Morin F., Bengio Y., Hierarchical probabilistic neural network language model, Aistats, 5, pp. 246-252, (2005)",Exclude,""
a.word representations via gaussian embedding,"Vilnis L.M., A.Word Representations via Gaussian Embedding",Exclude,""
reinforcement learning for automatic test case prioritization and selection in continuous integration,"Spieker H., Gotlieb A., Marijan D., Mossige M., Reinforcement learning for automatic test case prioritization and selection in continuous integration, ISSTA, pp. 12-22, (2017)",Include,Exclude
refactoring for software design smells: managing technical debt by girish suryanarayana,"Tracz W., Refactoring for software design smells: Managing technical debt by girish suryanarayana, ganesh samarthyam, and tushar sharma, ACM SIGSOFT Softw. Eng. Notes, 40, 6, (2015)",Exclude,""
normalized (pointwise) mutual information in collocation extraction[j],"Bouma G., Normalized (pointwise) mutual information in collocation extraction[J], Proceedings of GSCL, 30, pp. 31-40, (2009)",Exclude,""
be careful about poisoned word embeddings: exploring the vulnerability of the embedding layers in nlp models. corr abs/2103.15543,"Yang W., Li L., Zhang Z., Ren X., Sun X., He B., Be careful about poisoned word embeddings: exploring the vulnerability of the embedding layers in NLP models. CoRR abs/2103.15543",Exclude,""
rich feature hierarchies for accurate object detection and semantic segmentation,"Girshick R., Donahue J., Darrell T., Malik J., Rich feature hierarchies for accurate object detection and semantic segmentation, Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pp. 580-587, (2014)",Exclude,""
is this class thread-safe? inferring documentation using graph-based learning,"Habib A., Pradel M., Is this class thread-safe? Inferring documentation using graph-based learning, ASE, pp. 41-52, (2018)",Include,Include
domain adaptation via transfer component analysis,"Pan S.J., Tsang I.W., Kwok J.T., Yang Q., Domain adaptation via transfer component analysis, Ieee Trans. Neural Netw., 22, 2, pp. 199-210, (2011)",Exclude,""
sorry ma'am you didn't win $43m-there was a slot machine 'malfunction',"Kravets D., Sorry Ma'am You Didn't Win $43M-There Was A Slot Machine 'malfunction', (2017)",Exclude,""
search-driven string constraint solving for vulnerability detection[c],"Thome J., Shar L.K., Bianculli D., Et al., Search-driven string constraint solving for vulnerability detection[C], 2017 IEEE/ACM 39th International Conference on Software Engineering (ICSE). IEEE, pp. 198-208, (2017)",Exclude,""
pycp: an open-source conformal predictions toolkit,"Balasubramanian V.N., Baker A., Yanez M., Chakraborty S., Panchanathan S., Pycp: An open-source conformal predictions toolkit, Proc. Ifip Int. Conf. Artif. Intell. Appl. Innov, pp. 361-370, (2013)",Exclude,""
algorithmic stability and sanity-check bounds for leave-one-out cross-validation,"Kearns M., Ron D., Algorithmic stability and sanity-check bounds for leave-one-out cross-validation, Neural Comput, 11, 6, pp. 1427-1453, (1999)",Exclude,""
neural network-based graph embedding for cross-platform binary code similarity detection [c],"Xu X., Liu C., Feng Q., Et al., Neural network-based graph embedding for cross-platform binary code similarity detection [C], Proceedings of the 2017 ACM SIGSAC Conference on Computer and Communications Security., pp. 363-376, (2017)",Exclude,""
understanding exception-related bugs in large-scale cloud systems,"Chen H., Dou W., Jiang Y., Qin F., Understanding exception-related bugs in large-scale cloud systems, ASE, pp. 339-351, (2019)",Exclude,""
cwe list version 3.1,"CWE List Version 3.1, (2018)",Exclude,""
analysis of the automl challenge series 2015-2018,"Guyon I., Sun-Hosoya L., Boulle M., Jair Escalante H., Escalera S., Liu Z., Jajetic D., Ray B., Saeed M., Sebag M., Statnikov A., Tu W., Viegas E., Analysis of the AutoML Challenge series 2015-2018, AutoML, (2019)",Exclude,""
improving continuous integration with similarity-based test case selection,"de Oliveira Neto F.G., Ahmad A., Leifler O., Sandahl K., Enoiu E., Improving continuous integration with similarity-based test case selection, Proceedings of the 13Th International Workshop on Automation of Software Test, pp. 39-45, (2018)",Exclude,""
learning to represent edits,"Yin P., Neubig G., Allamanis M., Brockschmidt M., Gaunt A.L., Learning to Represent Edits, International Conference on Learning Representations, (2019)",Include,Include
walklets: multiscale graph embeddings for interpretable network classification,"Perozzi B., Kulkarni V., Skiena S., Walklets: Multiscale Graph Embeddings for Interpretable Network Classification, (2016)",Include,Exclude
ast-trans: code summarization with efficient tree-structured attention,"Tang Z., Shen X., Li C., Ge J., Huang L., Zhu Z., Luo B., AST-trans: Code summarization with efficient tree-structured attention, 44th IEEE/ACM 44th International Conference on Software Engineering, ICSE 2022, pp. 150-162, (2022)",Include,Include
pangr: a behavior-based automatic vulnerability detection and exploitation framework,"Liu D., Wang J., Rong Z., Mi X., Gai F., Tang Y., Wang B., Pangr: a behavior-based automatic vulnerability detection and exploitation framework, 2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE), pp. 705-712, (2018)",Exclude,""
) clang 12 documentation,") Clang 12 Documentation, (2021)",Exclude,""
facenet: a unified embedding for face recognition and clustering,"Schroff F., Kalenichenko D., Philbin J., Facenet: A unified embedding for face recognition and clustering, Proceedings of the IEEE conference on computer vision and pattern recognition, (2015)",Exclude,""
all you ever wanted to know about dynamic taint analysis and forward symbolic execution (but might have been afraid to ask),"Schwartz E.J., Avgerinos T., Brumley D., All you ever wanted to know about dynamic taint analysis and forward symbolic execution (but might have been afraid to ask), Proceedings-IEEE Symposium on Security and Privacy, pp. 317-331, (2010)",Exclude,""
execute this! analyzing unsafe and malicious dynamic code loading in android applications,"Poeplau S., Fratantonio Y., Bianchi A., Kruegel C., Vigna G., Execute this! analyzing unsafe and malicious dynamic code loading in android applications, NDSS, (2014)",Exclude,""
applying the abc metric to c,"Fitzpatrick J., Applying the ABC metric to C, C++, and Java, Proc. More C++ Gems, pp. 245-264, (2000)",Exclude,""
economic impact of cybercrime-no slowing down report,"Lewis J., Economic Impact of Cybercrime-No Slowing down Report, (2018)",Exclude,""
on the effectiveness of manual and automatic unit test generation: ten years later,"Serra D., Grano G., Palomba F., Ferrucci F., Gall H.C., Bacchelli A., On the Effectiveness of Manual and Automatic Unit Test Generation: Ten Years Later, 2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR), pp. 121-125, (2019)",Exclude,""
the analytic hierarchy process: planning,"Saaty T.L., The Analytic Hierarchy Process: Planning, Priority Setting, Resources Allocation, (1980)",Exclude,""
deepwalk: online learning of social representations,"Perozzi B., Al-Rfou R., Skiena S., Deepwalk: online learning of social representations, Proceedings of the 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, pp. 701-710, (2014)",Exclude,""
a model for spectra-based software diagnosis,"Naish L., Lee H., Ramamohanarao K., A model for spectra-based software diagnosis, Journal of the ACM Transactions on Software Engineering and Methodology, 20, 3, (2011)",Exclude,""
latent predictor networks for code generation,"Ling W., Blunsom P., Grefenstette E., Hermann K.M., Kocisky T., Wang F., Senior A., Latent predictor networks for code generation, Proceedings of the 54Th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), 1, pp. 599-609, (2016)",Include,Exclude
instruction2vec: efficient preprocessor of assembly code to detect software weakness with cnn[j],"Lee Y., Kwon H., Choi S.H., Et al., Instruction2vec: Efficient preprocessor of assembly code to detect software weakness with CNN[J], Applied Sciences, 9, 19, (2019)",Exclude,""
an empirical study of architectural decay in open-source software,"Le D.M., Link D., Shahbazian A., Medvidovic N., An empirical study of architectural decay in open-source software, IEEE International Conference on Software Architecture, ICSA 2018, Seattle, WA, USA, April 30 - May 4, 2018, pp. 176-185, (2018)",Exclude,""
neural collaborative filtering,"He X., Liao L., Zhang H., Nie L., Hu X., Chua T.S., Neural collaborative filtering, Proceedings of the 26Th International Conference on World Wide Web, pp. 173-182, (2017)",Exclude,""
mining temporal specifications for error detection,"Weimer W., Necula G.C., Mining temporal specifications for error detection, TACAS, pp. 461-476, (2005)",Include,Include
deep just-intime defect localization,"Qiu F., Gao Z., Xia X., Lo D., Grundy J., Wang X., Deep just-intime defect localization, IEEE Transactions on Software Engineering, (2021)",Include,Exclude
separating style and content with bilinear models,"Tenenbaum J.B., Freeman W.T., Separating style and content with bilinear models, Neural Computation, 12, 6, pp. 1247-1283, (2000)",Exclude,""
classification of source code solutions based on the solved programming tasks,"Pinter A., Szenasi S., Classification of source code solutions based on the solved programming tasks, 2018 IEEE 18th International Symposium on Computational Intelligence and Informatics (CINTI)., pp. 277-282, (2018)",Include,Exclude
dialogue learning with human teaching and feedback in end-to-end trainable task-oriented dialogue systems,"Liu B., Tur G., Hakkani-Tur D., Shah P., Heck L., Dialogue learning with human teaching and feedback in end-to-end trainable task-oriented dialogue systems, NAACL, (2018)",Exclude,""
avoiding javascript scoping pitfalls,"Sotomayor L., Avoiding javascript scoping pitfalls, (2022)",Exclude,""
cyber-guided deep neural network for malicious repository detection in github,"Zhang Y., Fan Y., Hou S., Ye Y., Xiao X., Li P., Shi C., Zhao L., Xu S., Cyber-Guided Deep Neural Network For Malicious Repository Detection In Github, 2020 IEEE International Conference on Knowledge Graph (ICKG), pp. 458-465, (2020)",Include,Include
a general path-based representation for predicting program properties.,"Alon U., Zilberstein M., Levy O., A general path-based representation for predicting program properties., (2018)",Include,Include
appdna: profiling app behavior via deep-learning on function call graphs,"Li A., Xue S., Li X., Zhang L., Qian J., Appdna: Profiling app behavior via deep-learning on function call graphs, IEEE Transactions on Emerging Topics in Computing, (2020)",Include,Include
