Title,Full Reference
ultimate taipan: trace abstraction and abstract interpretation,"Greitschus M., Dietsch D., Heizmann M., Nutz A., Schatzle C., Schilling C., Schussele F., Podelski A., Ultimate Taipan: Trace abstraction and abstract interpretation, TACAS, LNCS, 10206, pp. 399-403, (2017)"
real-time scene text detection with differentiable binarization,"Liao M., Wan Z., Yao C., Chen K., Bai X., Real-time scene text detection with differentiable binarization, Proceedings of the AAAI conference on artificial intelligence, 34, 7, pp. 11474-11481, (2020)"
brick: a binary tool for run time detecting and locating integer-based vulnerability,"Chen P., Wang Y., Xin Z., Mao B., Xie L., Brick: A binary tool for run time detecting and locating integer-based vulnerability, 2009 International Conference on Availability, Reliability and Security, pp. 208-215, (2009)"
coacor: code annotation for code retrieval with reinforcement learning,"Yao Z., Peddamail J. R., Sun H., CoaCor: Code Annotation for Code Retrieval with Reinforcement Learning, The World Wide Web Conference, pp. 2203-2214, (2019)"
the paradox of choice: why more is less,"Schwartz B., The Paradox of Choice: Why More is Less, (2004)"
design pattern recovery through visual language parsing and source code analysis,"De Lucia A., Deufemia V., Gravino C., Risi M., Design Pattern Recovery through Visual Language Parsing and Source Code Analysis, J. Syst. Softw., 82, 7, pp. 1177-1193, (2009)"
github code security,"GitHub Code Security, (2021)"
deep domain adaptation for vulnerable code function identification,"Nguyen V., Le T., Le T., Et al., Deep domain adaptation for vulnerable code function identification, Proceedings of the IJCNN, Budapest, Hungary, pp. 1-8, (2019)"
patching as translation: the data and the metaphor,"Ding Y., Ray B., Devanbu P., Hellendoorn V.J., Patching as translation: The data and the metaphor, 2020 35th IEEE/ACM International Conference on Automated Software Engineering. IEEE, pp. 275-286, (2020)"
universal password manager.,"Smith A., Universal Password Manager., (2019)"
manticore: a user-friendly symbolic execution framework for binaries and smart contracts,"Mossberg M., Et al., Manticore: A user-friendly symbolic execution framework for binaries and smart contracts, 34Th IEEE/ACM International Conference on Automated Software Engineering (ASE), pp. 1186-1189, (2019)"
classification ofmalware using structured control flow,"Cesare S., Xiang Y., Classification ofmalware using structured control flow, Proc. 8th Australas. Symp. Parallel Distrib. Comput, pp. 61-70, (2010)"
targeting at-risk students using engagement and effort predictors in an introductory computer programming course,"Azcona D., Smeaton A.F., Targeting at-risk students using engagement and effort predictors in an introductory computer programming course, European Conference on Technology Enhanced Learning (EC-TEL'17), pp. 361-366, (2017)"
are we really making much progress revisiting,"Lv Q., Ding M., Liu Q., Chen Y., Feng W., He S., Zhou C., Jiang J., Dong Y., Tang J., Are we really making much progress revisiting, benchmarking and refining heterogeneous graph neural networks, Proceedings of the 27th ACM SIGKDD conference on knowledge discovery & data mining, pp. 1150-1160, (2021)"
ontology-driven evolution of software security,"Peldszus S., Burger J., Kehrer T., Jurjens J., Ontology-driven evolution of software security, Data Knowl Eng, 134, (2021)"
prediction of common weakness probability in c/c++ source code using recurrent neural networks,"Vytovtov P., Chuvilin K., Prediction of common weakness probability in c/c++ source code using recurrent neural networks, FRUCT, 21"
condensing class diagrams by analyzing design and network metrics using optimistic classification,"Thung F., Lo D., Osman M.H., Chaudron M.R.V., Condensing class diagrams by analyzing design and network metrics using optimistic classification, Proc. 22nd Int. Conf. Prog. Comprehension, pp. 110-121, (2014)"
on the effectiveness of deep vulnerability detectors to simple stupid bug detection,"Hua J., Wang H., On the effectiveness of deep vulnerability detectors to simple stupid bug detection, 2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR), pp. 530-534, (2021)"
find security bugs,"Arteau Ph F.D., Polesovsky T., Find Security Bugs, Version 1.4.6., (2018)"
a principled approach to selective context sensitivity for pointer analysis,"Li Y., Tan T., Moller A., Smaragdakis Y., A principled approach to selective context sensitivity for pointer analysis, ACM Trans. Program. Lang. Syst., 42, 2, pp. 101-1040, (2020)"
robust optimization as data augmentation for large-scale graphs,"Kong K., Et al., Robust optimization as data augmentation for large-scale graphs, Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), pp. 60-69, (2022)"
detection of similar functions through the use of dominator information,"Schafer A., Amme W., Heinze T.S., Detection of similar functions through the use of dominator information, Proc. IEEE Int. Conf. Auto-Nomic Comput. Self-Organizing Syst. Companion (ACSOS-C), pp. 206-211, (2020)"
using stereotypes to help characterize commits,"Dragan N., Collard M.L., Hammad M., Maletic J.I., Using stereotypes to help characterize commits, 2011 27th IEEE International Conference on Software Maintenance (ICSM). IEEE, pp. 520-523, (2011)"
predicting fault incidence using software change history,"Graves T.L., Karr A.F., Marron J.S., Siy H., Predicting fault incidence using software change history, IEEE Trans. Softw. Eng., 26, 7, pp. 653-661, (2000)"
icon2code: recommending code implementations for android gui components,"Zhao Y., Li L., Sun X., Liu P., Grundy J.C., Icon2Code: Recommending code implementations for Android GUI components, Inf Softw Technol, 138, (2021)"
synshine: improved fixing of syntax errors,"Ahmed T., Ledesma N.R., Devanbu P., SYNSHINE: Improved fixing of syntax errors, Transactions on Software Engineering, (2022)"
fault-localization techniques for software systems: a literature review,"Fault-localization techniques for software systems: A literature review, In SIGSOFT Software Engineering Notes., (2014)"
learning from examples to improve code completion systems,"Bruch M., Monperrus M., Mezini M., Learning from examples to improve code completion systems, Proceedings of the the 7th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, pp. 213-222, (2009)"
combating web spam with trustrank,"Gyongyi Z., Garcia-Molina H., Pedersen J.O., Combating web spam with trustrank, Proc. 30th Int. Conf. Very Large Data Bases, pp. 576-587, (2004)"
predicting student performance from multiple data sources,"KOPRINSKA I., STRETTON J., YACEF K., Predicting student performance from multiple data sources, Proceedings of the International Conference on Artificial Intelligence in Education, pp. 678-681, (2015)"
bug severity prediction using question-and-answer pairs from stack overflow[j],"Tan Y., Et al., Bug severity prediction using question-and-answer pairs from Stack Overflow[J], J. Syst. Softw., 165, (2020)"
smartcondetect: highly accurate smart contract code vulnerability detection mechanism using bert,"Jeon S., Lee G., Kim H., Woo S.S., Smartcondetect: Highly accurate smart contract code vulnerability detection mechanism using bert, KDD Workshop on Programming Language Processing, (2021)"
sok: eternalwar in memory,"Szekeres L., Payer M., Wei T., Song D., Sok: Eternalwar in memory, 2013 IEEE Symposium on Security and Privacy, SP 2013, pp. 48-62, (2013)"
pac learning-based verification and model synthesis,"Chen Y., Hsieh C., Lengal O., Lii T., Tsai M., Wang B., Wang F., PAC learning-based verification and model synthesis, ICSE, pp. 714-724, (2016)"
national vulnerability database[eb/ol],"American Information Technology Laboratory W.U., National Vulnerability Database[EB/OL], (2023)"
rethinking the inception architecture for computer vision,"Szegedy C., Vanhoucke V., Ioffe S., Shlens J., Wojna Z., Rethinking the inception architecture for computer vision, Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition., pp. 2818-2826, (2016)"
inadequately pretrained models are better feature extractors,"Deng A., Li X., Li Z., Hu D., Xu C., Dou D., Inadequately Pretrained Models Are Better Feature Extractors, (2022)"
cbcd: cloned buggy code detector [c],"Li J., Ernst M.D., CBCD: Cloned buggy code detector [C], 2012 34th International Conference on Software Engineering (ICSE). IEEE, pp. 310-320, (2012)"
retrieval-based neural source code summarization,"Zhang J., Wang X., Zhang H., Sun H., Liu X., Retrieval-based neural source code summarization, 2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE)., pp. 1385-1397, (2020)"
saturn: a scalable framework for error detection using boolean satisfiability,"Xie Y., Aiken A., Saturn: A scalable framework for error detection using boolean satisfiability, ACM Transactions on Programming Languages and Systems (TOPLAS), 29, 3, pp. 16-es, (2007)"
2021 vulnerability detection with fine-grained interpretations (fse ?21,"Li Y., Wang S., Nguyen T.N., 2021 Vulnerability Detection with Fine-Grained Interpretations (FSE ?21, pp. 292-303"
adding interpretable attention to neural translation models improves word alignment,"Zenkel T., Wuebker J., DeNero J., Adding interpretable attention to neural translation models improves word alignment, (2019)"
fitness-guided path exploration in dynamic symbolic execution,"Xie T., Tillmann N., De Halleux J., Schulte W., Fitness-guided path exploration in dynamic symbolic execution, 2009 IEEE/IFIP International Conference on Dependable Systems & Networks, pp. 359-368, (2009)"
early stopping-but when?,"Prechelt L., Early stopping-but when?, Neural Networks: Tricks of the Trade, pp. 55-69, (1998)"
a neural network approach for early detection of program modules having high risk in the maintenance phase,"Khoshgoftaar T.M., Lanning D.L., A neural network approach for early detection of program modules having high risk in the maintenance phase, J. Syst. Softw., 29, 1, pp. 85-91, (1995)"
the dogged pursuit of bug-free c programs: the frama-c software analysis platform,"Baudin P., Bobot F., Buhler D., Correnson L., Kirchner F., Kosmatov N., Maroneze A., Perrelle V., Prevosto V., Signoles J., Williams N., The dogged pursuit of bug-free C programs: The Frama-C software analysis platform, Commun. ACM, 64, 8, pp. 56-68, (2021)"
the best of both worlds: integrating semantic features with expert features for defect prediction and localization,"Ni C., Wang W., Yang K., Xia X., Liu K., Lo D., The best of both worlds: integrating semantic features with expert features for defect prediction and localization, Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering, pp. 672-683, (2022)"
okhttp: an http & http/2 client for android and java applications.,"Okhttp: An HTTP & HTTP/2 Client for Android and Java Applications., (2022)"
precision-guided context sensitivity for pointer analysis,"Li Y., Tan T., Moller A., Smaragdakis Y., Precision-guided context sensitivity for pointer analysis, Proc. ACM Program. Lang., 2, OOPSLA, pp. 1411-14129, (2018)"
geml: a grammar-based evolutionary machine learning approach for design-pattern detection,"Barbudo R., Ramirez A., Servant F., Raul Romero J., GEML: A grammar-based evolutionary machine learning approach for design-pattern detection, Journal of Systems and Software, 175, (2021)"
learning structural edits via incremental tree transformations,"Yao Z., Xu F.F., Yin P., Sun H., Neubig G., Learning structural edits via incremental tree transformations, 9Th International Conference on Learning Representations, ICLR 2021, Virtual Event, Austria, May 3–7, 2021, Openreview.Net, (2021)"
unveiling exception handling bug hazards in android based on github and google code issues,"Coelho R., Almeida L., Gousios G., Van Deursen A., Unveiling exception handling bug hazards in android based on github and google code issues, MSR, pp. 134-145, (2015)"
deeptle: learning code-level features to predict code performance before it runs,"Zhou M., Chen J., Hu H., Yu J., Li Z., Hu H., DeepTLE: Learning code-level features to predict code performance before it runs, APSEC, (2019)"
on computable numbers,"Turing A., On Computable Numbers, with an Application to the N Tscheidungsproblem, Proceedings of the London Mathematical Society, 42, 1, pp. 230-265, (1936)"
2020. embedding java classes with code2vec: improvements from variable obfuscation [accepted],"Compton R., Frank E., Patros P., Koay A., 2020. Embedding Java classes with code2vec: Improvements from variable obfuscation [Accepted], Msr, 2020"
backpropagation through time: what it does and how to do it,"Werbos P.J., Backpropagation through time: What it does and how to do it, Proceedings of the IEEE, 78, 10, pp. 1550-1560, (1990)"
